symbol,timestamp,trend,entry_price,ml_p_win,accepted
XRPUSDT,1754323200000,uptrend,3.0351714000000003,0.0,False
XRPUSDT,1754324100000,uptrend,3.0351714000000003,0.0,False
XRPUSDT,1754325000000,uptrend,3.0351714000000003,0.0,False
XRPUSDT,1754325900000,uptrend,3.0351714000000003,0.0,False
XRPUSDT,1754326800000,uptrend,3.0533406000000003,0.0,False
XRPUSDT,1754327700000,uptrend,3.0533406000000003,0.0,False
XRPUSDT,1754328600000,uptrend,3.0533406000000003,0.0,False
XRPUSDT,1754329500000,uptrend,3.0533406000000003,0.0,False
XRPUSDT,1754330400000,uptrend,3.0533406000000003,0.0,False
XRPUSDT,1754331300000,uptrend,3.0533406000000003,0.0,False
XRPUSDT,1754332200000,uptrend,3.058148,0.0,False
XRPUSDT,1754333100000,uptrend,3.058148,0.0,False
XRPUSDT,1754334000000,uptrend,3.058148,0.0,False
XRPUSDT,1754334900000,uptrend,3.058148,0.0,False
XRPUSDT,1754335800000,uptrend,3.058148,0.0,False
XRPUSDT,1754336700000,uptrend,3.058148,0.0,False
XRPUSDT,1754337600000,uptrend,3.058148,0.0,False
XRPUSDT,1754338500000,uptrend,3.058148,0.0,False
XRPUSDT,1754339400000,uptrend,3.058148,0.0,False
XRPUSDT,1754340300000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754341200000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754342100000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754343000000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754343900000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754344800000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754345700000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754346600000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754347500000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754348400000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754349300000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754350200000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754351100000,uptrend,3.0666593000000004,0.0,False
XRPUSDT,1754360100000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754361000000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754361900000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754362800000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754363700000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754364600000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754365500000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754366400000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754367300000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754368200000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754369100000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754370000000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754370900000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754371800000,uptrend,3.0849295000000003,0.0,False
XRPUSDT,1754379000000,downtrend,3.0384772,0.0,False
XRPUSDT,1754379900000,downtrend,3.0384772,0.0,False
XRPUSDT,1754380800000,downtrend,3.0384772,0.0,False
XRPUSDT,1754381700000,downtrend,3.0384772,0.0,False
XRPUSDT,1754382600000,downtrend,3.0384772,0.0,False
XRPUSDT,1754383500000,downtrend,3.021819,0.0,False
BNBUSDT,1754215200000,uptrend,745.75256,0.0,False
BNBUSDT,1754216100000,uptrend,745.75256,0.0,False
BNBUSDT,1754217000000,uptrend,745.75256,0.0,False
BNBUSDT,1754217900000,uptrend,747.9752,0.0,False
BNBUSDT,1754227800000,uptrend,750.60095,0.0,False
BNBUSDT,1754228700000,uptrend,750.60095,0.0,False
BNBUSDT,1754229600000,uptrend,750.60095,0.0,False
BNBUSDT,1754230500000,uptrend,750.60095,0.0,False
BNBUSDT,1754231400000,uptrend,750.60095,0.0,False
BNBUSDT,1754239500000,downtrend,748.1101600000001,0.0,False
BNBUSDT,1754240400000,downtrend,748.1101600000001,0.0,False
BNBUSDT,1754241300000,downtrend,748.1101600000001,0.0,False
BNBUSDT,1754242200000,downtrend,748.1101600000001,0.0,False
BNBUSDT,1754243100000,downtrend,748.1101600000001,0.0,False
BNBUSDT,1754244000000,downtrend,748.1101600000001,0.0,False
BNBUSDT,1754250300000,uptrend,751.1211000000001,0.0,False
BNBUSDT,1754251200000,uptrend,751.1211000000001,0.0,False
BNBUSDT,1754252100000,uptrend,751.1211000000001,0.0,False
BNBUSDT,1754253000000,uptrend,751.1211000000001,0.0,False
BNBUSDT,1754253900000,uptrend,752.87077,0.0,False
BNBUSDT,1754254800000,uptrend,752.87077,0.0,False
BNBUSDT,1754255700000,uptrend,752.87077,0.0,False
BNBUSDT,1754256600000,uptrend,752.87077,0.0,False
BNBUSDT,1754257500000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754258400000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754259300000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754260200000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754261100000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754262000000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754262900000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754263800000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754264700000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754265600000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754266500000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754267400000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754268300000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754269200000,uptrend,753.2544399999999,0.0,False
BNBUSDT,1754270100000,uptrend,753.29854,0.0,False
BNBUSDT,1754271000000,uptrend,753.29854,0.0,False
BNBUSDT,1754271900000,uptrend,753.29854,0.0,False
BNBUSDT,1754272800000,uptrend,755.24386,0.0,False
BNBUSDT,1754273700000,uptrend,755.24386,0.0,False
BNBUSDT,1754274600000,uptrend,755.24386,0.0,False
BNBUSDT,1754275500000,uptrend,755.24386,0.0,False
BNBUSDT,1754276400000,uptrend,755.24386,0.0,False
BNBUSDT,1754277300000,uptrend,755.24386,0.0,False
BNBUSDT,1754278200000,uptrend,755.9803300000001,0.0,False
BNBUSDT,1754279100000,uptrend,755.9803300000001,0.0,False
BNBUSDT,1754280000000,uptrend,755.9803300000001,0.0,False
BNBUSDT,1754289900000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754290800000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754291700000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754292600000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754293500000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754294400000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754295300000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754296200000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754297100000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754298000000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754298900000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754299800000,downtrend,754.1727000000001,0.0,False
BNBUSDT,1754300700000,downtrend,754.1727000000001,0.0,False
